Дата,Номер,Документ,Код,Номенклатура,Ед.,Склад,Количество
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200821_,"G038 Рамка 1-ная ""ARTGALLERY"" шампань GAL0501 (20)    ",шт,Алматы,-43
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200822_,"G039 Рамка 2-ная ""ARTGALLERY"" шампань GAL0502 (10)    ",шт,Алматы,-46
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200823_,"G040 Рамка 3-ная ""ARTGALLERY"" шампань GAL0503 (5)    ",шт,Алматы,-19
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200825_,"G042 Рамка 5-ная ""ARTGALLERY"" шампань GAL0505 (5)    ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200826_,"G043 Переключ. 2 кл механизм ""ARTGALLERY"" шампань GAL0565 (10)    ",шт,Алматы,-9
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200829_,"G046 Роз. 2-ная TV комп. RJ45 5Е ""ARTGALLERY"" шампань GAL0589 (5)  ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200833_,"G050 Выкл. 1 кл 10А ""ARTGALLERY"" лотос GAL1311 (5)   ",шт,Алматы,-25
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200840_,"G057 Перекрест. переключ. 1 кл ""ARTGALLERY"" лотос GAL1371 (5)   ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200842_,"G059 Роз. с з/к 16А механизм ""ARTGALLERY"" лотос GAL1343 (5)   ",шт,Алматы,-35
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200845_,"G062 Роз. TV оконечная механизм ""ARTGALLERY"" лотос GAL1391 (5)  ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200847_,"G064 Рамка 2-ная ""ARTGALLERY"" лотос GAL1302 (5)    ",шт,Алматы,-46
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200848_,"G065 Рамка 3-ная ""ARTGALLERY"" лотос GAL1303 (5)    ",шт,Алматы,-19
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200849_,"G066 Рамка 4-ная ""ARTGALLERY"" лотос GAL1304 (5)    ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200850_,"G067 Рамка 5-ная ""ARTGALLERY"" лотос GAL1305 (5)    ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200854_,"G071 Роз. 2-ная TV комп. RJ45 5Е ""ARTGALLERY"" лотос GAL1389 (5)  ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200857_,"G074 Выкл. 1 кл 10А ""ARTGALLERY"" карбон GAL1011 (5)   ",шт,Алматы,-20
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200859_,"G076 Выкл. 2 кл 10А механизм ""ARTGALLERY"" карбон GAL1051 (5)   ",шт,Алматы,-15
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200862_,"G079 Переключ. 1 кл механизм ""ARTGALLERY"" карбон GAL1061 (5)    ",шт,Алматы,-6
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200868_,"G085 Рамка 1-ная ""ARTGALLERY"" карбон GAL1001 (10)    ",шт,Алматы,-40
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200869_,"G086 Рамка 2-ная ""ARTGALLERY"" карбон GAL1002 (5)    ",шт,Алматы,-24
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200870_,"G087 Рамка 3-ная ""ARTGALLERY"" карбон GAL1003 (5)    ",шт,Алматы,-6
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200871_,"G088 Рамка 4-ная ""ARTGALLERY"" карбон GAL1004 (5)    ",шт,Алматы,-5
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200872_,"G089 Рамка 5-ная ""ARTGALLERY"" карбон GAL1005 (5)    ",шт,Алматы,-10
06.09.2024 16:01:37,20000097186,Расходная накладная 20000097186 от 06.09.2024,300200873_,G090 Переключ. 2 кл механизм карбон GAL1065 (5)    ,шт,Алматы,-4
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200811_,"G028 Роз. с з/к с/ш механизм ""ARTGALLERY"" шампань GAL0545 (10)  ",шт,Алматы,-25
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200812_,"G029 Выкл. 1 кл 10А ""ARTGALLERY"" шампань GAL0511 (10)   ",шт,Алматы,-17
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200813_,"G030 Выкл. 1 кл с инд 10А механизм ""ARTGALLERY"" шампань GAL0513 (10)  ",шт,Алматы,-4
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200814_,"G031 Выкл. 2 кл 10А механизм ""ARTGALLERY"" шампань GAL0551 (10)  ",шт,Алматы,-1
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200815_,"G032 Выкл. 2 кл с инд 10А механизм ""ARTGALLERY"" шампань GAL0553 (10)  ",шт,Алматы,-1
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200816_,"G033 Роз. комп. RJ45, 6A механизм ""ARTGALLERY"" шампань GAL0586 (5)  ",шт,Алматы,-7
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200817_,"G034 Переключ. 1 кл механизм ""ARTGALLERY"" шампань GAL0561 (10)    ",шт,Алматы,-1
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200819_,"G036 Роз. 2-ная комп. RJ45+RJ45 6A механизм ""ARTGALLERY"" шампань GAL0588 (1)  ",шт,Алматы,-3
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200823_,"G040 Рамка 3-ная ""ARTGALLERY"" шампань GAL0503 (5)    ",шт,Алматы,-2
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200825_,"G042 Рамка 5-ная ""ARTGALLERY"" шампань GAL0505 (5)    ",шт,Алматы,-8
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200826_,"G043 Переключ. 2 кл механизм ""ARTGALLERY"" шампань GAL0565 (10)    ",шт,Алматы,-7
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200827_,"G044 Выкл. 1 кл кнопочный 10А механизм ""ARTGALLERY"" шампань GAL0515 (5)  ",шт,Алматы,-9
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200828_,"G045 Вывод кабеля механизм ""ARTGALLERY"" шампань GAL0599 (5)   ",шт,Алматы,-7
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200829_,"G046 Роз. 2-ная TV комп. RJ45 5Е ""ARTGALLERY"" шампань GAL0589 (5)  ",шт,Алматы,-10
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200833_,"G050 Выкл. 1 кл 10А ""ARTGALLERY"" лотос GAL1311 (5)   ",шт,Алматы,-28
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200840_,"G057 Перекрест. переключ. 1 кл ""ARTGALLERY"" лотос GAL1371 (5)   ",шт,Алматы,-5
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200841_,"G058 Роз. 2-ная комп. RJ45+RJ45 6A механизм ""ARTGALLERY"" лотос GAL1388 (1)  ",шт,Алматы,-2
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200843_,"G060 Роз. с з/к с/ш 16А механизм ""ARTGALLERY"" лотос GAL1345 (5)  ",шт,Алматы,-1
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200845_,"G062 Роз. TV оконечная механизм ""ARTGALLERY"" лотос GAL1391 (5)  ",шт,Алматы,-2
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200849_,"G066 Рамка 4-ная ""ARTGALLERY"" лотос GAL1304 (5)    ",шт,Алматы,-3
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200850_,"G067 Рамка 5-ная ""ARTGALLERY"" лотос GAL1305 (5)    ",шт,Алматы,-9
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200852_,"G069 Выкл. 1 кл кнопочный 10А механизм ""ARTGALLERY"" лотос GAL1315 (5)  ",шт,Алматы,-10
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200853_,"G070 Вывод кабеля механизм ""ARTGALLERY"" лотос GAL1399 (5)   ",шт,Алматы,-3
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200857_,"G074 Выкл. 1 кл 10А ""ARTGALLERY"" карбон GAL1011 (5)   ",шт,Алматы,-4
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200859_,"G076 Выкл. 2 кл 10А механизм ""ARTGALLERY"" карбон GAL1051 (5)   ",шт,Алматы,-30
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200862_,"G079 Переключ. 1 кл механизм ""ARTGALLERY"" карбон GAL1061 (5)    ",шт,Алматы,-7
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200863_,"G080 Перекрест. переключ. 1 кл ""ARTGALLERY"" карбон GAL1071 (5)   ",шт,Алматы,-8
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200864_,"G081 Роз. 2-ная комп. RJ45+RJ45 6A механизм ""ARTGALLERY"" карбон GAL1088 (1)  ",шт,Алматы,-3
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200865_,"G082 Роз. с з/к с/ш 16А механизм ""ARTGALLERY"" карбон GAL1045 (5)  ",шт,Алматы,-56
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200866_,"G083 Роз. с з/к с/ш с крышкой 16А механизм IP20 ""ARTGALLERY"" карбон GAL1046 (5) ",шт,Алматы,-10
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200871_,"G088 Рамка 4-ная ""ARTGALLERY"" карбон GAL1004 (5)    ",шт,Алматы,-6
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200872_,"G089 Рамка 5-ная ""ARTGALLERY"" карбон GAL1005 (5)    ",шт,Алматы,-9
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200873_,G090 Переключ. 2 кл механизм карбон GAL1065 (5)    ,шт,Алматы,-1
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200875_,"G092 Роз. с з/к с/ш с крышкой 16А механизм IP44 ""ARTGALLERY"" карбон GAL441046 (5) ",шт,Алматы,-7
11.09.2024 17:11:59,20000099067,Расходная накладная 20000099067 от 11.09.2024,300200879_,"G096 Вывод кабеля механизм ""ARTGALLERY"" карбон    GAL1099 (5)",шт,Алматы,-5
13.09.2024 16:07:13,20000100359,Расходная накладная 20000100359 от 13.09.2024,300200856_,"G073 Роз. с з/к 16А механизм ""ARTGALLERY"" карбон GAL1043 (5)   ",шт,Алматы,-56
13.09.2024 16:07:13,20000100359,Расходная накладная 20000100359 от 13.09.2024,300200857_,"G074 Выкл. 1 кл 10А ""ARTGALLERY"" карбон GAL1011 (5)   ",шт,Алматы,-10
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200834_,"G051 Выкл. 1 кл с инд 10А механизм ""ARTGALLERY"" лотос GAL1313 (5)  ",шт,Алматы,-7
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200835_,"G052 Выкл. 2 кл 10А механизм ""ARTGALLERY"" лотос GAL1351 (5)   ",шт,Алматы,-32
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200836_,"G053 Выкл. 2 кл с инд 10А механизм ""ARTGALLERY"" лотос GAL1353 (5)  ",шт,Алматы,-10
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200839_,"G056 Переключ. 1 кл механизм ""ARTGALLERY"" лотос GAL1361 (5)    ",шт,Алматы,-10
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200844_,"G061 Роз. с з/к с/ш с крышкой 16А механизм IP20 ""ARTGALLERY"" лотос GAL1346 (5) ",шт,Алматы,-8
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200860_,"G077 Выкл. 2 кл с инд 10А механизм ""ARTGALLERY"" карбон GAL1053 (5)  ",шт,Алматы,-3
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200863_,"G080 Перекрест. переключ. 1 кл ""ARTGALLERY"" карбон GAL1071 (5)   ",шт,Алматы,-8
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200866_,"G083 Роз. с з/к с/ш с крышкой 16А механизм IP20 ""ARTGALLERY"" карбон GAL1046 (5) ",шт,Алматы,-2
04.10.2024 16:52:25,20000109758,Расходная накладная 20000109758 от 04.10.2024,300200867_,"G084 Роз. TV оконечная механизм ""ARTGALLERY"" карбон GAL1091 (5)  ",шт,Алматы,-20
